beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique,r_hat,p0_nb,pk_nb,zero_inflated,k_inflated,POISSON_MSE,POISSON_MAE,POISSON_R²,POISSON_LLF,POISSON_AIC,POISSON_BIC,NEGATIVE_BINOMIAL_MSE,NEGATIVE_BINOMIAL_MAE,NEGATIVE_BINOMIAL_R²,NEGATIVE_BINOMIAL_LLF,NEGATIVE_BINOMIAL_AIC,NEGATIVE_BINOMIAL_BIC,ZK_HURDLE_POISSON_MSE,ZK_HURDLE_POISSON_MAE,ZK_HURDLE_POISSON_R²,ZK_HURDLE_POISSON_LLF,ZK_HURDLE_POISSON_AIC,ZK_HURDLE_POISSON_BIC,ZINB_MSE,ZINB_MAE,ZINB_R²,ZINB_LLF,ZINB_AIC,ZINB_BIC,ZIP_MSE,ZIP_MAE,ZIP_R²,ZIP_LLF,ZIP_AIC,ZIP_BIC,ZKINB_MSE,ZKINB_MAE,ZKINB_R²,ZKINB_LLF,ZKINB_AIC,ZKINB_BIC,ZKIP_MSE,ZKIP_MAE,ZKIP_R²,ZKIP_LLF,ZKIP_AIC,ZKIP_BIC,ZKICMP_MSE,ZKICMP_MAE,ZKICMP_R²,ZKICMP_LLF,ZKICMP_AIC,ZKICMP_BIC
-2.0,-2.0,-2.0,0.7476190476190476,0.1380952380952381,0.11428571428571427,0.5380952380952381,1.0494820734368235,4,0.5140023959753773,0.6919879497754349,0.030186585322990175,True,True,0.8157038203978845,0.6910346683521775,-0.0745163352126954,-232.85319088650363,469.70638177300725,476.4005968344422,0.8217375630692688,0.6914223356421756,-0.08246450819012474,-198.27829952341534,402.5565990468307,412.5979216389831,0.8143338834191012,0.6897135047079821,-0.07271173454134328,-159.9835319752387,327.9670639504774,341.35549407334724,0.8131115680937333,0.688837920950889,-0.07110159400865834,-190.3120370280081,390.6240740560162,407.35961170960354,0.8136694339315015,0.6890488005813107,-0.07183646362744556,-189.3350288857864,386.6700577715728,400.05848789444264,0.7966175878699683,0.6740931117693587,-0.049374282281142046,-159.3146532202657,332.6293064405314,356.0590591555537,0.7984154249816708,0.7011548101335988,-0.05174255039055686,-161.1293945365735,334.258789073147,354.3414342574518,0.7986736996516052,0.7002701413559446,-0.05208277234965064,-160.36901249568655,334.7380249913731,358.1677777063954
-2.0,-2.0,0.0,0.46190476190476193,0.16666666666666666,0.37142857142857144,1.438095238095238,2.162860986376309,10,0.6383331357550404,0.47097880326159947,0.0719517610603565,False,True,3.3068699014992773,1.2911456976496505,-0.06613780457507357,-381.8302908962918,767.6605817925836,774.3547968540186,3.6861183907214388,1.3481234054650009,-0.1884078556298221,-328.2301201006145,662.460240201229,672.5015627933814,7.574227851728181,1.614215073980586,-1.4419378124103752,-305.97427799313135,619.9485559862627,633.3369861091326,3.051017791721364,1.2529722146230597,0.016349143729380455,-306.3316864850655,622.663372970131,639.3989106237184,3.114636054596618,1.2574403036708253,-0.00416144094223081,-308.67357933975956,625.3471586795191,638.735588802389,2.9674178594841294,1.2401415426218552,0.04330183641850627,-292.0258549700591,598.0517099401181,621.4814626551404,7.264907578834957,1.6410981325006224,-1.342212680646519,-304.07659623495687,620.1531924699137,640.2358376542186,7.767135262555792,1.6665585571668164,-1.5041313336531568,-303.91023230457336,621.8204646091467,645.250217324169
-2.0,-2.0,2.0,0.14761904761904762,0.22380952380952382,0.6285714285714286,7.1571428571428575,9.750920527202522,32,0.5826065338653209,0.22157871958231334,0.06953792227694024,False,True,75.33361580598633,4.953889848514736,0.2064205460767392,-991.5350468602717,1987.0700937205434,1993.7643087819783,81.20769436410805,5.082045210959562,0.14454182162440588,-594.0820860053855,1194.164172010771,1204.2054946029234,120.41387344751759,5.574500129127967,-0.26846395082594987,-526.647064413892,1061.294128827784,1074.682558950654,82.55144941115844,4.690315144228038,0.13038643581110299,-554.2382449975221,1118.4764899950442,1135.2120276486314,80.95772927092187,4.737184174074847,0.1471750041688551,-649.8258021710282,1307.6516043420563,1321.0400344649263,81.23018540510864,4.708735222123381,0.1443048964769209,-493.2210875150057,1000.4421750300114,1023.8719277450336,157.68786742843682,5.80963052403171,-0.6611156969613883,-523.4205249388403,1058.8410498776807,1078.9236950619854,104.59809167301668,4.8346685135542975,-0.10185732601848208,-513.729064051902,1041.458128103804,1064.8878808188263
-2.0,0.0,-2.0,0.4666666666666667,0.4857142857142857,0.047619047619047616,1.5047619047619047,1.4714105430170121,3,3.4292786486575255,0.2871932193692154,0.1119685518418133,True,True,2.2237769018747358,1.469672899719599,-0.046270498674800375,-368.372725351497,740.745450702994,747.439665764429,2.233693404357707,1.4714193501346668,-0.05093613936439545,-352.6797166579115,711.359433315823,721.4007559079754,5.770610210312803e+70,2.8198430324097365e+34,-2.7150291997870417e+70,-177.4252946936772,362.8505893873544,376.23901951022424,2.2152044813192195,1.4673819133723633,-0.042237238538898936,-316.6393106811606,643.2786213623212,660.0141590159086,2.217087512687295,1.4678545377012695,-0.04312319079734506,-307.4488833572982,622.8977667145964,636.2861968374663,2.39817515648804,1.484064958587328,-0.1283235808290617,-173.0337726360048,360.0675452720096,383.4972979870319,2.161881103728612,1.4558013272940384,-0.017148985838856934,-179.1299595511709,370.2599191023418,390.3425642866466,2.160272513660732,1.4553622038828438,-0.01639215617169687,-176.88481730864348,367.76963461728695,391.19938733230924
-2.0,0.0,0.0,0.36666666666666664,0.49047619047619045,0.14285714285714285,1.680952380952381,1.4764884785824266,6,5.661779757556784,0.22948715126360858,0.13260906275724385,True,True,1.8040329754897133,1.26565038657103,0.020664358858878296,-368.75758218825115,741.5151643765023,748.2093794379373,1.8027458363193387,1.2636173488374487,0.02136309401604153,-363.075402396108,732.150804792216,742.1921273843684,1.8421939077980924,1.2391827350960372,-5.16488951509686e-05,-227.9150962832244,463.8301925664488,477.21862268931864,1.801289637274767,1.2605745644774717,0.022153604857207077,-342.58923299577924,695.1784659915585,711.9140036451458,1.8011451203688982,1.260223803141749,0.02223205716854937,-335.3480907992391,678.6961815984782,692.0846117213481,1.9812940512711268,1.2847189971651554,-0.07556342170740082,-220.4678859639434,454.9357719278868,478.36552464290907,1.8037207081955384,1.2336224709619716,0.020833875987945838,-232.91378092149068,477.82756184298137,497.91020702728616,1.8035495399580006,1.232516184105061,0.02092679621608451,-232.75374140113723,479.50748280227447,502.93723551729676
-2.0,0.0,2.0,0.18095238095238095,0.5095238095238095,0.30952380952380953,3.7857142857142856,4.170617857716761,20,1.053150764550132,0.20070019095870323,0.10574726524531715,False,True,7.8010792866976875,1.9114580878912497,-0.12547631487338395,-654.1529894203788,1312.3059788407577,1319.0001939021927,8.000397640828346,1.9234811400589962,-0.15423234701320898,-510.7013715010147,1027.4027430020294,1037.444065594182,10.984067306926436,2.3682658892124735,-0.5846919561503301,-341.4502188390522,690.9004376781044,704.2888678009742,7.037280462395283,1.8642725246408414,-0.015281628409122838,-513.5298010674848,1037.0596021349695,1053.7951397885568,7.016201532656621,1.8471172384623467,-0.012240531749049488,-567.6882959588432,1143.3765919176865,1156.7650220405565,7.297631914809831,1.9967412653766499,-0.05284301991236173,-330.6833246179639,675.3666492359278,698.79640195095,69.16005400073222,4.3252654788004286,-8.977850481011881,-356.68348217782125,725.3669643556425,745.4496095399473,22.118889188794327,3.24969672526134,-2.191133557089521,-356.36147440355177,726.7229488071035,750.1527015221258
-2.0,2.0,2.0,0.22380952380952382,0.7238095238095238,0.05238095238095242,2.3857142857142857,1.5617392201199822,9,106.75459706959732,0.09447241907594481,0.20574227160779898,True,True,1.6381625532313244,0.9966125328637244,0.08990969264926418,-382.71105812788187,769.4221162557637,776.1163313171987,1.6381644145167007,0.9966152976138722,0.08990865860183295,-382.7116889176349,771.4233778352698,781.4647004274221,1.5857175236657046,0.9462312194860405,0.11904582018571974,-157.60523812916801,323.21047625833603,336.5989063812059,1.545297795993439,0.9512383094224983,0.14150122444808932,-367.6932159415139,745.3864318830279,762.1219695366152,1.5479645023687896,0.9529371936431763,0.14001972090622805,-355.17713680360407,718.3542736072081,731.742703730078,1.6085014921406815,0.962214108220881,0.10638805992184353,-155.67456321097978,325.34912642195957,348.77887913698186,7.474511886890852,1.5704530548211646,-3.152506603828251,-174.63064045553563,361.26128091107125,381.34392609537605,2.6436317796005078,1.1222933887409474,-0.4686843220002821,-174.17894468252965,362.3578893650593,385.7876420800816
0.0,-2.0,0.0,0.7047619047619048,0.12380952380952381,0.17142857142857137,0.6571428571428571,1.1601729901415558,6,0.6268874209735493,0.6379640637220387,0.03818449608611919,True,True,2.072089061909652,1.00379385065073,0.005691860102595814,-263.2676413592875,530.535282718575,537.22949778001,2.067915201483301,1.0028036139767098,0.00769471966737334,-225.6563825430439,457.3127650860878,467.3540876782402,2.0731339229132137,1.025115839779003,0.005190475379322712,-198.04703309864203,404.09406619728406,417.4824963201539,2.0519713622646454,1.000823209272461,0.015345495595756597,-211.15691103195644,432.3138220639129,449.04935971750024,2.0541208765267953,1.0015070216595092,0.014314034368066109,-209.39350328104123,426.78700656208247,440.17543668495233,2.0355421404707337,0.9867511106386416,0.02322918614852232,-193.63631282027666,401.2726256405533,424.7023783555756,2.100395322008116,1.0373968999803633,-0.007891120157923037,-200.874589650539,413.749179301078,433.8318244853828,2.075211963839009,1.024063588424266,0.004193311190996862,-196.69838449175492,407.39676898350984,430.82652169853213
0.0,-2.0,2.0,0.5285714285714286,0.12857142857142856,0.34285714285714286,2.3095238095238093,4.0076965143464935,17,0.3878605668716341,0.47132205496625745,0.06337759553703064,True,True,15.739075933825898,2.7218779381970992,-0.014341643041196894,-682.7254356353129,1369.4508712706258,1376.1450863320608,15.812629063465263,2.7493330111470335,-0.01908194689911702,-395.4242649831273,796.8485299662545,806.8898525584069,16.960099472967336,3.0215916998738996,-0.09303336726262224,-327.17038162215346,662.3407632443069,675.7291933671768,15.127162666688376,2.675041455906927,0.025094541865505193,-358.1822209132223,726.3644418264446,743.099979480032,15.170752060790788,2.664278560754597,0.022285321183242224,-384.8865869975957,777.7731739951914,791.1616041180613,14.746620228283831,2.5884063575458227,0.04961949135053756,-321.1223030585113,656.2446061170226,679.6743588320448,51.201444485989505,4.912030633922373,-2.299797112890384,-349.24553379703895,710.4910675940779,730.5737127783827,32.844527413788164,4.277388448053935,-1.1167425611190298,-348.95097879490396,711.9019575898079,735.3317103048302
0.0,0.0,-2.0,0.6285714285714286,0.36666666666666664,0.0047619047619048005,1.1047619047619048,1.4471473971135183,3,1.2334828967047815,0.45435120236346827,0.07114803345647411,True,True,1.9080482440671236,1.2798722735627572,0.1079254962803059,-332.9763875434338,669.9527750868676,676.6469901483026,1.9192137836931722,1.245918265722024,0.10270524398760783,-293.71806542169054,593.4361308433811,603.4774534355334,8.47730286044299e+104,3.0690838901691826e+51,-3.9634143243629565e+104,-135.9180275027194,279.8360550054388,293.2244851283087,1.898362388339301,1.282912697795547,0.11245394830889821,-251.10716566158138,512.2143313231627,528.94986897675,1.8986091358981794,1.2822572960528391,0.11233858581383815,-243.26311283983074,494.5262256796615,507.91465580253134,1.9199457384907486,1.2650124889429026,0.10236303135497471,-132.09789487088977,278.19578974177955,301.62554245680184,40.133875170105526,2.1434385086446652,-17.763889689919466,-143.2016786589943,298.4033573179886,318.4860025022934,2.136314310007341,1.4103209490115498,0.0012036992173469763,-142.28027800402776,298.5605560080555,321.9903087230778
0.0,0.0,0.0,0.5380952380952381,0.4,0.06190476190476191,1.276190476190476,1.4443106539040116,4,2.0110843166886374,0.3722400369412881,0.08817090305378854,True,True,2.0719375073777786,1.4085927234714806,0.020617774873949446,-354.0981132343027,712.1962264686053,718.8904415300403,2.070348637460561,1.4075094280748113,0.02136881632641574,-326.79024912731825,659.5804982546365,669.6218208467889,2.0725611363268155,1.4085336480861979,0.02032299228249279,-186.4796385873121,380.9592771746242,394.3477072974941,2.075639930387652,1.4099725216083916,0.018867679963820105,-291.4696659266897,592.9393318533794,609.6748695069667,2.07547298988585,1.4100542383209336,0.018946590915302042,-283.9886602778921,575.9773205557842,589.3657506786541,2.0760212863112213,1.398006675264554,0.01868741718482214,-181.63227461124666,377.2645492224933,400.6943019375156,2.100325470570157,1.4029075433122489,0.007199094793518435,-184.47663834113405,380.9532766822681,401.0359218665729,2.060652032029093,1.4021639030298372,0.025952295784567703,-180.91665332015458,375.83330664030916,399.26305935533145
0.0,0.0,2.0,0.5476190476190477,0.38095238095238093,0.0714285714285714,1.3095238095238095,1.5603964537039392,7,1.5238890656485309,0.3886248428351407,0.08666340737060982,True,True,3.2814712881376416,1.5365499776073874,0.03137941642378583,-359.8284429363934,723.6568858727868,730.3511009342218,3.2720061087685686,1.527169163834405,0.03417333621131147,-326.74228594087197,659.4845718817439,669.5258944738963,3.1607639005545494,1.5238481020835417,0.06700967185992324,-187.80768602017304,383.6153720403461,397.00380216321594,3.1957513286270274,1.5230851617827104,0.056682126676181,-285.7297296817772,581.4594593635544,598.1949970171418,3.200043470726897,1.5239844719234628,0.055415177548636674,-278.9621530909193,565.9243061818386,579.3127363047084,3.0898325581104755,1.4822500173266957,0.08794709665482858,-184.97618269646034,383.9523653929207,407.382118107943,3.5977327812175255,1.6589526619385386,-0.06197425486906272,-209.56225797067623,431.12451594135246,451.20716112565725,3.546135314286413,1.6243876228050675,-0.04674377922524475,-205.4228354656331,424.8456709312662,448.2754236462885
2.0,-2.0,0.0,0.8904761904761904,0.08571428571428572,0.023809523809523864,0.2904761904761905,0.8619576927110145,4,0.18646933294969545,0.8393563190306867,0.015287192314644467,True,True,0.8195156418699647,0.5344641481882679,-0.0013692410841328329,-169.74481942460963,343.48963884921926,350.1838539106542,0.8196866617639418,0.5330236217330406,-0.001578210934972235,-117.50367823955749,241.00735647911497,251.04867907126737,2235.431713510156,9.85033665357928,-2730.482407517313,-85.59244719508831,179.18489439017662,192.5733245130465,0.8195557263779025,0.5378578971270124,-0.0014182204949484412,-106.42003298570981,222.84006597141962,239.57560362500698,0.8195329176897548,0.5377057541056881,-0.0013903504732259986,-104.81591536717735,217.6318307343547,231.02026085722457,0.8316484062204295,0.5706993973020681,-0.016194311417329965,-84.45756244799354,182.91512489598708,206.34487761100937,0.813534081122321,0.5325249695483018,0.005939650461487145,-87.01049059267194,186.02098118534389,206.10362636964868,0.8153909613005049,0.5323176892169046,0.0036707215969088436,-86.965801479281,187.931602958562,211.36135567358428
2.0,-2.0,2.0,0.8809523809523809,0.0761904761904762,0.04285714285714287,0.42857142857142855,1.2856003595002732,8,0.15003589375448673,0.8166776043184949,0.020519630638288235,True,True,0.7725089894570568,0.6278238994072567,0.08518672301138008,-225.41063995000243,454.82127990000487,461.5154949614398,0.7671244299178769,0.6251119172127833,0.09156317509725109,-134.32270269622376,274.6454053924475,284.68672798459994,0.7806636071090165,0.640891393015067,0.07552993894984894,-102.36071504982458,212.72143009964915,226.10986022251902,0.7731817800965031,0.6294959226234222,0.08438999725414109,-119.51615879191189,249.03231758382378,265.76785523741114,0.7732666722441465,0.6295539386383562,0.08428946707930018,-118.30989375906282,244.61978751812563,258.0082176409955,0.7807064475548968,0.6461896825858143,0.07547920684288534,-102.57916914921299,219.15833829842597,242.58809101344826,0.9219669117134477,0.7296513795319569,-0.09180292176592486,-110.49638208066548,232.99276416133097,253.07540934563576,0.9295276548191533,0.736765694207907,-0.10075643333847095,-110.43877498042505,234.8775499608501,258.3073026758724
